Track,Album Name,Artist,All Time Rank,Track Score,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity
"How Far I'll Go - From ""Moana""","How Far I'll Go (From ""Moana"")",Alessia Cara,"1,476",38.1,49852.0,13088456.0,58.0
Heartless,Heartless,The Weeknd,"1,486",38.0,137196.0,28066964.0,73.0
Upa Cavalinho,"Galinha Pintadinha, Vol. 4",Galinha Pintadinha,"1,485",38.0,1140.0,407642.0,49.0
Show Time,Show Time,SUPER JUNIOR,"1,491",38.0,31.0,2988530.0,39.0
Mirrors,Songs For The Philippines,Justin Timberlake,"1,487",38.0,168622.0,53352470.0,74.0
we fell in love in october,we fell in love in october / October Passed Me By,girl in red,"1,490",38.0,201381.0,54919566.0,77.0
Sorry Not Sorry,Sorry Not Sorry,Demi Lovato,"1,489",38.0,78398.0,28404966.0,67.0
X ESO BB,X ESO BB,Jere Klein,"1,484",38.0,18514.0,4998854.0,66.0
Where Did You Go? (feat. MNEK),Where Did You Go?,Jax Jones,"1,488",38.0,65208.0,36265310.0,70.0
The Lazy Song,Doo-Wops & Hooligans,Bruno Mars,"1,496",37.9,151801.0,51937840.0,72.0
Sex Sounds,True 2 Myself,Lil Tjay,"1,495",37.9,110016.0,7011141.0,69.0
Asiwaju,Asiwaju,Ruger,"1,498",37.9,34390.0,4480387.0,18.0
Sticky,"Honestly, Nevermind",Drake,"1,492",37.9,83779.0,16621189.0,66.0
Mahiye Jinna Sohna Slowed + Reverb,Mahiye Jinna Sohna Lofi Remix,Darshan Raval,"1,502",37.9,311.0,174474.0,35.0
Centuries,Centuries,Fall Out Boy,"1,501",37.9,180715.0,48698123.0,75.0
What Makes You Beautiful,Up All Night,One Direction,"1,494",37.9,175809.0,81950675.0,80.0
Sweetest Pie,Sweetest Pie - Single,Megan Thee Stallion,"1,500",37.9,50913.0,44666984.0,64.0
GMFU (w/ 6arelyhuman),GMFU (w/ 6arelyhuman),Odetari,"1,503",37.8,31285.0,5660364.0,72.0
SKITZO,UTOPIA,Travis Scott,"1,513",37.8,49313.0,5181004.0,66.0
Friendly Fire,Friendly Fire,Linkin Park,"1,505",37.8,4232.0,10396816.0,8.0
SkeeYee,Hood Hottest Princess,Sexyy Red,"1,510",37.8,24566.0,8733511.0,67.0
The Git Up,The Git Up,Blanco Brown,"1,506",37.8,70080.0,10444758.0,61.0
Beautiful Crazy,Beautiful Crazy,Luke Combs,"1,511",37.8,83834.0,17064586.0,77.0
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,"1,504",37.8,53777.0,10893828.0,69.0
Lover,Lover,Taylor Swift,"1,507",37.8,104435.0,94697921.0,81.0
Midas Touch,Midas Touch,KISS OF LIFE,"1,512",37.8,2846.0,15707891.0,75.0
Follow You,Follow You / Cutthroat,Imagine Dragons,"1,514",37.8,69959.0,8523570.0,65.0
Por las Noches,Por las Noches,Peso Pluma,"1,509",37.8,34793.0,10847105.0,43.0
Body Like A Back Road,Body Like A Back Road,Sam Hunt,"1,520",37.7,78015.0,21590960.0,66.0
Best Part (feat. H.E.R.),Freudian,Daniel Caesar,"1,516",37.7,183645.0,51977530.0,79.0
Melhor Vibe,Melhor Vibe,MC Ryan SP,"1,519",37.7,2886.0,19563551.0,73.0
Set Fire to the Rain,More Music 2011,Adele,"1,518",37.7,186319.0,52679491.0,77.0
2 Be Loved (Am I Ready),Special,Lizzo,"1,525",37.6,36991.0,30514705.0,62.0
Shut Up and Dance,Full Circle: The Live Anthology,WALK THE MOON,"1,530",37.6,225204.0,121786733.0,81.0
SugarCrash!,SugarCrash!,ElyOtto,"1,529",37.6,81556.0,11888277.0,63.0
Sail,Back From Earth,AWOLNATION,"1,523",37.6,145349.0,25209426.0,68.0
Dial Drunk (with Post Malone),Dial Drunk (with Post Malone),Noah Kahan,"1,533",37.5,37445.0,15016410.0,79.0
Piscina,Piscina,Maria Becerra,"1,532",37.5,7972.0,12644546.0,6.0
Bandit (with YoungBoy Never Broke Again),Death Race For Love (Bonus Track Version),Juice WRLD,"1,538",37.5,178435.0,28731824.0,67.0
this is what falling in love feels like,this is what falling in love feels like (Ramengvrl Remix),JVKE,"1,531",37.5,108333.0,12027452.0,72.0
Firework,Teenage Dream,Katy Perry,"1,534",37.5,164650.0,60511467.0,67.0
wait in the truck (feat. Lainey Wilson),wait in the truck - Single,HARDY,"1,537",37.5,24922.0,3869411.0,63.0
Funny Song,"Vintage Oddities, Vol. 4",Cavendish Music,"1,539",37.4,3514.0,462009.0,39.0
Adventure Of A Lifetime,Adventure Of A Lifetime,Coldplay,"1,546",37.4,148456.0,30840228.0,76.0
Nice For What,Nice For What,Drake,"1,544",37.4,192868.0,46195383.0,72.0
Vaaste,Vaaste,Dhvani Bhanushali,"1,540",37.4,13291.0,2873906.0,60.0
Left and Right (Feat. Jung Kook of BTS),Left and Right (Feat. Jung Kook of BTS),Charlie Puth,"1,542",37.4,59942.0,47877896.0,72.0
Obsessed With You,Obsessed With You,Central Cee,"1,549",37.3,130841.0,9639874.0,64.0
Bang!,Bang!,AJR,"1,550",37.3,79159.0,7658013.0,56.0
Despeinada,Despeinada,Ozuna,"1,555",37.2,51117.0,16617076.0,63.0
Runnin,SAVAGE MODE II,21 Savage,"1,556",37.2,181583.0,32640138.0,77.0
Hey Driver (feat. The War and Treaty),Hey Driver (feat. The War and Treaty),Zach Bryan,"1,552",37.2,30798.0,7204607.0,78.0
Free Mind,For Broken Ears,Tems,"1,559",37.1,49453.0,8122764.0,67.0
favorite crime,SOUR,Olivia Rodrigo,"1,564",37.1,110900.0,40458627.0,79.0
La Forma en Que Me Miras,La Forma en Que Me Miras,Super Yei,"1,560",37.1,85006.0,18024271.0,67.0
When You're Gone,When You're Gone,Shawn Mendes,"1,562",37.1,40626.0,21320097.0,71.0
High Road (feat. Jessie Murph),High Road (feat. Jessie Murph),Koe Wetzel,"1,558",37.1,855.0,19941200.0,67.0
Savage,Suga,Megan Thee Stallion,"1,563",37.1,63715.0,20704851.0,61.0
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,"1,572",37.0,11423.0,20395049.0,60.0
You Should Probably Leave,Starting Over,Chris Stapleton,"1,566",37.0,56215.0,12087656.0,77.0
Runaway,Runaway,AURORA,"1,567",37.0,204318.0,32928246.0,70.0
Spicy,MY WORLD - The 3rd Mini Album,aespa,"1,570",37.0,12910.0,7751540.0,63.0
Need It (feat. YoungBoy Never Broke Again),Need It,Migos,"1,569",37.0,115095.0,17047436.0,67.0
Into You,Dangerous Woman,Ariana Grande,"1,571",37.0,112014.0,38138998.0,72.0
Invincible,Meet The Woo 2,Pop Smoke,"1,573",37.0,173912.0,17443810.0,70.0
Le Monde,Talk to Me (Original Soundtrack),Richard Carter,"1,568",37.0,23465.0,5042229.0,62.0
Ya No Somos Ni Seremos,Ya No Somos Ni Seremos,Christian Nodal,"1,580",36.9,30545.0,19963782.0,76.0
Goa Beach,Goa Beach,Tony Kakkar,"1,576",36.9,3507.0,1365917.0,48.0
Sharks,Sharks,Imagine Dragons,"1,579",36.9,48772.0,11144471.0,65.0
Teenage Dream,Teenage Dream,Stephen Dawes,"1,578",36.9,31472.0,6431843.0,64.0
Thousand Miles,Thousand Miles,The Kid LAROI,"1,583",36.8,65016.0,30594262.0,65.0
STAYING ALIVE (feat. Drake & Lil Baby),STAYING ALIVE (feat. Drake & Lil Baby) - Single,DJ Khaled,"1,586",36.8,72788.0,16063916.0,55.0
Walk Em Down (feat. Roddy Ricch),Walk Em Down (feat. Roddy Ricch),NLE Choppa,"1,584",36.8,139124.0,21558993.0,68.0
Khairiyat,Chhichhore,Arijit Singh,"1,587",36.8,23561.0,8550167.0,65.0
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over (Revised Asia Standard Version),Maroon 5,"1,598",36.7,216137.0,99533361.0,76.0
Private Landing (feat. Justin Bieber & Future),Private Landing (feat. Justin Bieber & Future),Don Toliver,"1,599",36.7,57228.0,39892662.0,72.0
Turn Yo Clic Up (feat. Future),Turn Yo Clic Up (feat. Future),Quavo,"1,593",36.7,32989.0,17684550.0,57.0
Hotline Bling,Hotline Bling,Drake,"1,588",36.7,205003.0,49738762.0,72.0
Down Below,Feed Tha Streets II,Roddy Ricch,"1,591",36.7,120605.0,10013237.0,66.0
Emiliana,Emiliana,CKay,"1,595",36.7,85051.0,6093468.0,62.0
World Hold On - FISHER Rework,World Hold On (feat. Steve Edwards) [FISHER Rework] - Single,Bob Sinclar,"1,592",36.7,97818.0,33219102.0,62.0
Cry,Fireworks & Rollerblades,Benson Boone,"1,589",36.7,5724.0,21375874.0,18.0
11:00 PM,11:11,Maluma,"1,596",36.7,64741.0,26033088.0,67.0
One Call Away,One Call Away,Charlie Puth,"1,604",36.6,74711.0,20494033.0,69.0
Bitch Let's Do It,Richest Opp,YoungBoy Never Broke Again,"1,600",36.6,20691.0,2569902.0,60.0
Stay,Unapologetic (Edited Version),Rihanna,"1,607",36.6,140970.0,62521370.0,69.0
Faucet Failure,STOKELEY,Ski Mask The Slump God,"1,601",36.6,121284.0,14959393.0,66.0
Danza Kuduro,Vem Dancar Kuduro,Don Omar,"1,605",36.6,266408.0,90687992.0,76.0
Suavemente,Suavemente,Soolking,"1,608",36.6,53444.0,4694099.0,59.0
Locked Out Of Heaven,NRJ 200% Hits 2013,Bruno Mars,"1,602",36.6,277766.0,134689771.0,83.0
Party Rock Anthem,Sorry For Party Rocking (Japan Version),LMFAO,"1,609",36.6,190770.0,55770260.0,68.0
Jealous,Jealous,Eyedress,"1,615",36.5,170553.0,31361482.0,78.0
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Now That's What I Call Music! 91,Ellie Goulding,"1,617",36.5,238.0,104606.0,6.0
Love Nwantiti - Remix,Love Nwantiti (Remix),Dj Yo!,"1,613",36.5,132469.0,16068014.0,66.0
THE SCOTTS,THE SCOTTS,THE SCOTTS,"1,614",36.5,176635.0,30767602.0,68.0
Still With You,Still With You,Jung Kook,"1,610",36.5,18003.0,4851271.0,72.0
Daytona,Partyson,Cris Mj,"1,611",36.5,11011.0,21825739.0,77.0
Not Afraid,Not Afraid,Eminem,"1,612",36.5,168108.0,37935827.0,74.0
Bad Romance,The Fame Monster (France FNAC Version),Lady Gaga,"1,624",36.4,166904.0,87537106.0,77.0
The Feeling,The Feeling - Single,Lost Frequencies,"1,623",36.4,22830.0,27375823.0,66.0
Just Give Me a Reason,The Truth About Love,P!nk,"1,627",36.3,145608.0,86545078.0,78.0
UN DIA (ONE DAY) (Feat. Tainy),UN DIA (ONE DAY) (Feat. Tainy),J Balvin,"1,629",36.3,93376.0,34702149.0,64.0
Fancy,The New Classic,Iggy Azalea,"1,630",36.3,89470.0,32447335.0,61.0
Apocalypse,Apocalypse,Cigarettes After Sex,"1,628",36.3,259761.0,79958707.0,82.0
Pacas De Billetes,Pacas De Billetes,Natanael Cano,"1,634",36.2,20550.0,7148639.0,66.0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51 - Single",Bizarrap,"1,633",36.2,54393.0,11174340.0,65.0
Castle on the Hill,Castle on the Hill,Ed Sheeran,"1,635",36.2,128114.0,42923398.0,73.0
GENTO,Gento,SB19,"1,631",36.2,4379.0,1586804.0,58.0
BABY OTAKU,BABY OTAKU,Pablito Pesadilla,"1,640",36.1,31155.0,5507531.0,58.0
The Less I Know The Better,Currents,Tame Impala,"1,644",36.1,368350.0,80916788.0,79.0
Next Thing You Know,Next Thing You Know,Jordan Davis,"1,642",36.1,26694.0,14934201.0,71.0
Faster n Harder,Faster n Harder,6arelyhuman,"1,639",36.1,6008.0,7286918.0,68.0
Bongos (feat. Megan Thee Stallion),Bongos: The Pack,Cardi B,"1,647",36.0,14129.0,13224135.0,1.0
Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,"1,650",36.0,92690.0,46125153.0,67.0
Golden,Fine Line,Harry Styles,"1,645",36.0,117541.0,36158508.0,70.0
Music For a Sushi Restaurant,Harry's House,Harry Styles,"1,649",36.0,54371.0,24669724.0,67.0
Dance The Night,Barbie The Album,Dua Lipa,"1,652",36.0,19743.0,10536844.0,67.0
RAM TCHUM,RAM TCHUM,DENNIS,"1,648",36.0,3309.0,21702281.0,74.0
Coal,Coal,Dylan Gossett,"1,661",35.9,40016.0,15156630.0,2.0
Habits (Stay High),Habits,Tove Lo,"1,658",35.9,144657.0,32634535.0,69.0
Moonwalking in Calabasas (feat. Blueface) - Remix,Moonwalking in Calabasas Remix,DDG,"1,657",35.9,124013.0,14195159.0,61.0
Deli,Like..? Deluxe (Apple Music Edition),Ice Spice,"1,659",35.9,30799.0,19538464.0,70.0
Too Little Light,Some of Your Pain,koko die,"1,660",35.9,6.0,594.0,1.0
God's Country,God's Country,Blake Shelton,"1,665",35.8,62389.0,11424665.0,62.0
Desejo Imortal (It Must Have Been Love),Desejo Imortal (It Must Have Been Love),Gusttavo Lima,"1,666",35.8,7107.0,12749577.0,63.0
BOA,BOA,Megan Thee Stallion,"1,663",35.8,1925.0,30906340.0,79.0
30 GRADOS,30 Grados,El Turko,"1,662",35.8,5098.0,8000291.0,72.0
Relax My Eyes,Relax My Eyes,ANOTR,"1,671",35.7,85011.0,24383123.0,73.0
Starlight,Starlight,Dave,"1,668",35.7,114589.0,7654318.0,67.0
Soy Peor,Soy Peor,Bad Bunny,"1,672",35.7,55811.0,18606189.0,67.0
Never Stop,Valedictorian,ian,"1,674",35.7,2138.0,9237218.0,68.0
Earth Song,Earth Song - Single,Wizard Chan,"1,675",35.7,2127.0,61056.0,39.0
GREECE (feat. Drake),GREECE (feat. Drake),DJ Khaled,"1,676",35.7,155782.0,23951058.0,63.0
Jericho,Jericho - Single,Iniko,"1,673",35.7,46111.0,11577648.0,65.0
I Fall Apart,Stoney (Deluxe),Post Malone,"1,683",35.6,181604.0,50160716.0,72.0
Iced Coffee,Iced Coffee,Arthur Hill,"1,678",35.6,824.0,277122.0,40.0
Anyone,Anyone,Justin Bieber,"1,687",35.6,86677.0,29278931.0,63.0
Betty (Get Money),Betty (Get Money),Yung Gravy,"1,685",35.6,61547.0,12763919.0,59.0
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,"1,679",35.6,118990.0,41567899.0,64.0
Bel Mercy,Bel Mercy,Jengi,"1,681",35.6,70768.0,38059683.0,64.0
The Nights,Full Circle: The Live Anthology,Avicii,"1,680",35.6,306987.0,80839124.0,79.0
Run,Run,OneRepublic,"1,684",35.6,80089.0,40942274.0,70.0
Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),Ellie Goulding,"1,677",35.6,127019.0,21769100.0,66.0
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Wellerman (220 KID x Billen Ted Remix),Nathan Evans,"1,691",35.5,114482.0,30042982.0,63.0
Mi Cuarto,DI LETRA,Jerry Di,"1,694",35.5,56978.0,13109496.0,63.0
Commas,Commas,Ayra Starr,"1,689",35.5,6447.0,15113118.0,76.0
Dial Drunk,Stick Season (We'll All Be Here Forever),Noah Kahan,"1,690",35.5,23162.0,10693382.0,67.0
Angels Like You,Plastic Hearts,Miley Cyrus,"1,697",35.5,89447.0,36703975.0,77.0
Call It Love,Call It Love,Felix Jaehn,"1,693",35.5,49454.0,65339595.0,73.0
Rodeo (Remix),Rodeo (Remix) - Single,Lah Pat,"1,695",35.5,26131.0,10508416.0,72.0
Vete,Vete,Bad Bunny,"1,702",35.4,101177.0,25041872.0,64.0
What If,What If,Johnny Orlando,"1,707",35.4,33551.0,4047671.0,57.0
TRUCK BED,TRUCK BED,HARDY,"1,699",35.4,25411.0,8624258.0,73.0
Chosen (feat. Ty Dolla $ign),No Love Lost (Deluxe),Blxst,"1,705",35.4,124791.0,11642222.0,64.0
Que Tire Pa Lante,Que Tire Pa Lante,Daddy Yankee,"1,700",35.4,43389.0,18068383.0,59.0
Where the Wild Things Are,Gettin' Old,Luke Combs,"1,701",35.4,23954.0,22829582.0,80.0
Jaldi Chhoda Ghare Bullet Se,Jaldi Chhoda Ghare Bullet Se,Vinay Pandey Sanu,"1,703",35.4,3.0,10.0,6.0
ANTIFRAGILE,ANTIFRAGILE,LE SSERAFIM,"1,704",35.4,29686.0,8500191.0,70.0
This Girl (Kungs Vs. Cookin' On 3 Burners),This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,"1,719",35.3,193004.0,76999574.0,75.0
Own Brand Freestyle,Own Brand Freestyle,FelixThe1st,"1,718",35.3,39905.0,6175231.0,52.0
Pussy & Millions (feat. Travis Scott),Her Loss,Drake,"1,712",35.3,90842.0,21454523.0,67.0
Sent Gamkauwa,Sent Gamkauwa,Shivani Singh,"1,717",35.3,487.0,282647.0,62.0
I Hope,I Hope,Gabby Barrett,"1,714",35.3,50441.0,13504790.0,66.0
"...And to Those I Love, Thanks for Sticking Around",STOP STARING AT THE SHADOWS,$uicideboy$,"1,709",35.3,167727.0,15198984.0,73.0
Bite Me,DARK BLOOD,ENHYPEN,"1,713",35.3,17657.0,7369849.0,73.0
Promises (with Sam Smith),Promises (with Sam Smith),Calvin Harris,"1,711",35.3,125480.0,39427143.0,69.0
Cover Me In Sunshine,Cover Me In Sunshine,P!nk,"1,715",35.3,90145.0,20519485.0,64.0
Outside (feat. Ellie Goulding),Full Circle: The Live Anthology,Calvin Harris,"1,708",35.3,167396.0,68560436.0,79.0
Bamba (feat. Aitch & BIA),Bamba (feat. Aitch & BIA),Luciano,"1,723",35.2,82200.0,8134899.0,62.0
Sin Querer,Sin Querer - Single,Fer Vazquez,"1,720",35.2,4000.0,10260168.0,67.0
TOMBOY,I NEVER DIE,(G)I-DLE,"1,724",35.2,26565.0,10803270.0,67.0
Everything I Love,3 Songs At A Time Sampler,Morgan Wallen,"1,722",35.2,32550.0,3744217.0,68.0
Butta My Bread,Butta My Bread - Single (feat. Lasmid) - Single,JZyNo,"1,729",35.1,23723.0,2774325.0,60.0
Barking,Barking,Ramz,"1,726",35.1,137084.0,10305963.0,62.0
One Of Them Girls,One Of Them Girls,Lee Brice,"1,728",35.1,51259.0,13516221.0,67.0
INFERNO,INFERNO,Sub Urban,"1,730",35.1,44552.0,8372930.0,60.0
Bipolar,Bipolar,Mc Davi,"1,727",35.1,32650.0,7030076.0,52.0
bury a friend,bury a friend,Billie Eilish,"1,739",35.0,114243.0,30570088.0,68.0
"Alone, Pt. II","Alone, Pt. II",Alan Walker,"1,740",35.0,81259.0,19361013.0,69.0
El Tsurito,El Tsurito,Junior H,"1,741",35.0,24070.0,9835143.0,69.0
GOOD LOYAL THOTS,GOOD LOYAL THOTS,Odetari,"1,734",35.0,36832.0,6604256.0,71.0
No Me Acuerdo,No Me Acuerdo,Thalia,"1,733",35.0,32622.0,11307517.0,60.0
Freestyle,Too Hard,Lil Baby,"1,735",35.0,169855.0,37807345.0,75.0
Una Locura,ENOC,Ozuna,"1,732",35.0,77768.0,24701564.0,66.0
double take,double take,Dhruv,"1,737",35.0,106975.0,21112809.0,76.0
Trip,Trip,Ella Mai,"1,747",34.9,69350.0,20445990.0,66.0
Ni Una Ni Dos,Ni Una Ni Dos,BM,"1,743",34.9,17771.0,7444560.0,65.0
Un Desperdicio,Un Desperdicio,Rels B,"1,750",34.9,3045.0,44211129.0,78.0
El Boss,El Boss,Gabito Ballesteros,"1,746",34.9,3580.0,30332860.0,84.0
La Corriente,Un Verano Sin Ti,Bad Bunny,"1,745",34.9,65115.0,16254572.0,71.0
POLARIS - Remix,POLARIS (Remix),SAIKO,"1,749",34.9,44094.0,17083557.0,69.0
Love Tonight - David Guetta Remix Edit,Love Tonight (David Guetta Remix),Shouse,"1,748",34.9,160789.0,40271009.0,72.0
5 Foot 9,5 Foot 9,Tyler Hubbard,"1,742",34.9,27754.0,13141220.0,65.0
Broadway Girls (feat. Morgan Wallen),Broadway Girls (feat. Morgan Wallen),Lil Durk,"1,758",34.8,66276.0,8339705.0,72.0
Se Te Nota (with Guaynaa),Se Te Nota (with Guaynaa),Lele Pons,"1,756",34.8,52166.0,18095179.0,62.0
Ameno Amapiano Remix (You Wanna Bamba),Ameno Amapiano Remix - Single,Goya Menor,"1,759",34.8,26772.0,2001961.0,51.0
See You Dance (Extended Mix),See You Dance (Extended Mix) - Single,DJ Meetch,"1,760",34.8,1.0,137.0,4.0
MAMACITA,Mamacita,Black Eyed Peas,"1,755",34.8,84301.0,21657743.0,58.0
I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),Mike Posner,"1,757",34.8,230708.0,75554079.0,76.0
El Efecto,El Efecto,Rauw Alejandro,"1,766",34.7,72991.0,32213511.0,72.0
What Lovers Do (feat. SZA),What Lovers Do (feat. SZA),Maroon 5,"1,763",34.7,92624.0,27086243.0,68.0
Dream Girl,Dream Girl,Izellah,"1,762",34.7,48.0,19503.0,30.0
Zona De Perigo,Zona De Perigo,Leo Santana,"1,764",34.7,18476.0,8152728.0,61.0
Kehribar,Kehribar - Single,Burak Bulut,"1,761",34.7,7062.0,5463250.0,67.0
Drugs From Amsterdam,Drugs From Amsterdam,Mau P,"1,776",34.6,97012.0,41938004.0,68.0
M.A - Remix,M.A (Remix),BM,"1,768",34.6,23659.0,5505641.0,61.0
BBY BOO (REMIX),BBY BOO (REMIX),iZaak,"1,771",34.6,9510.0,54471531.0,80.0
What My World Spins Around,What My World Spins Around,Jordan Davis,"1,769",34.6,23133.0,12193936.0,71.0
HOLIDAY,HOLIDAY,Lil Nas X,"1,774",34.6,101852.0,11132603.0,61.0
Beautiful People (feat. Khalid),Beautiful People (feat. Khalid),Ed Sheeran,"1,775",34.6,119546.0,43578048.0,66.0
Son Of A Sinner,Ballads Of The Broken,Jelly Roll,"1,773",34.6,32091.0,3315491.0,70.0
Animals,Full Circle: The Live Anthology,Maroon 5,"1,772",34.6,183681.0,46890920.0,74.0
EL BARCO,EL BARCO,KAROL G,"1,780",34.5,21517.0,8048081.0,72.0
Ahora Dice,Ahora Dice,Chris Jedi,"1,779",34.5,61561.0,20760337.0,68.0
Breakfast Challenge Song (Slowly),Breakfast Challenge Song (Slowly),SPENCE,"1,781",34.5,374.0,206771.0,14.0
Heaven,Heaven,Niall Horan,"1,784",34.5,29447.0,13951617.0,68.0
Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,"1,783",34.5,71202.0,18194896.0,67.0
This Side of Paradise,Color,Coyote Theory,"1,789",34.4,121767.0,25106201.0,72.0
Pipoco,Pipoco,Ana Castela,"1,794",34.4,27066.0,8621319.0,60.0
Don't Go Yet,Don't Go Yet,Camila Cabello,"1,791",34.4,64967.0,25228814.0,62.0
My Baby,My Baby,Diamond Platnumz,"1,787",34.4,757.0,61488.0,30.0
DNA (Loving You) [feat. Hannah Boleyn],DNA (Loving You) [feat. Hannah Boleyn] - Single,Billy Gillies,"1,792",34.4,15522.0,22597896.0,68.0
How Far I'll Go,Moana (Original Motion Picture Soundtrack/Deluxe Edition),Auli'i Cravalho,"1,793",34.4,48476.0,19235449.0,67.0
Paani Paani,Paani Paani,Badshah,"1,790",34.4,9126.0,3802888.0,54.0
Static,Gemini Rights,Steve Lacy,"1,786",34.4,69159.0,17570340.0,72.0
Through Da Storm,Die A Legend,Polo G,"1,800",34.3,105025.0,7074555.0,64.0
Komet,Komet,Udo Lindenberg,"1,796",34.3,47584.0,5249832.0,68.0
La Bicicleta,La Bicicleta,Carlos Vives,"1,802",34.3,60309.0,20351309.0,69.0
Hecha Pa' Mi,Mas Negro Que Rojo,Boza,"1,797",34.3,87091.0,25572110.0,67.0
Caramelo,Caramelo,Ozuna,"1,795",34.3,68478.0,20213678.0,56.0
Calling My Spirit,Calling My Spirit,Kodak Black,"1,799",34.3,69136.0,7558306.0,59.0
Everybody Dies In Their Nightmares,17,XXXTENTACION,"1,812",34.2,203764.0,34418293.0,77.0
Maria Mariah,Maria Mariah,JC NO BEAT,"1,811",34.2,12453.0,3161785.0,32.0
"Shaitan Ka Saala (From ""Housefull 4"")","Shaitan Ka Saala (From ""Housefull 4"")",Sohail Sen,"1,805",34.2,3782.0,1470547.0,44.0
Me Niego (feat. Ozuna & Wisin),Me Niego,Reik,"1,814",34.2,58098.0,19508090.0,66.0
NEON BLADE,NEON BLADE,MoonDeity,"1,821",34.1,60620.0,23882871.0,68.0
Ho Hey,The Lumineers,The Lumineers,"1,818",34.1,214511.0,64606098.0,76.0
Frozen,Frozen,Madonna,"1,817",34.1,62420.0,13385720.0,62.0
Mahiye Jinna Sohna,Mahiye Jinna Sohna,Darshan Raval,"1,823",34.1,14238.0,8924766.0,66.0
Pain,Pain,PinkPantheress,"1,819",34.1,124555.0,17910647.0,77.0
T.B.H,1st Mini Album 'MANITO',QWER,"1,822",34.1,569.0,2440321.0,59.0
Arms Around You (feat. Maluma & Swae Lee),Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,"1,815",34.1,88533.0,17023029.0,65.0
Titliaan,Titliaan,Afsana Khan,"1,820",34.1,7617.0,1238881.0,54.0
Padam Padam,Padam Padam,Kylie Minogue,"1,826",34.0,27586.0,18160338.0,43.0
Pacto (feat. Bryant Myers & Dei V) - Remix,Pacto (Remix) [feat. Bryant Myers & Dei V],Jay Wheeler,"1,829",34.0,23871.0,11484313.0,64.0
Finesse,Finesse,Pheelz,"1,830",34.0,67124.0,8539093.0,62.0
Bad Blood,1989 (Deluxe),Taylor Swift,"1,834",34.0,64462.0,20443761.0,67.0
Crazy What Love Can Do,Only Honest On The Weekend (Deluxe),David Guetta,"1,825",34.0,69527.0,53951706.0,69.0
Man Made A Bar (feat. Eric Church),One Thing At A Time,Morgan Wallen,"1,824",34.0,21001.0,6637673.0,75.0
Bijlee Bijlee,Bijlee Bijlee - Single,Harrdy Sandhu,"1,832",34.0,20169.0,4249749.0,62.0
Do I Wanna Know?,AM,Arctic Monkeys,"1,837",33.9,361827.0,91030520.0,81.0
Self Love (Spider-Man: Across the Spider-Verse),METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,"1,838",33.9,40836.0,5604951.0,68.0
It's Not Right But It's Okay,It's Not Right (But It's Ok),Mr. Belt & Wezol,"1,841",33.9,9047.0,82301244.0,78.0
Sweet Dreams,Sweet Dreams,Koe Wetzel,"1,836",33.9,2016.0,9370898.0,75.0
Mittelmeer,Mittelmeer,Pashanim,"1,840",33.9,3159.0,12002200.0,76.0
Another Love,Songs from Another Love,Tom Odell,"1,842",33.9,380675.0,168483196.0,83.0
Djadja,Djadja,Aya Nakamura,"1,849",33.8,100823.0,11604346.0,65.0
We Are The People - southstar Remix,We Are The People (Southstar Remix),Empire Of The Sun,"1,847",33.8,46791.0,23537698.0,66.0
"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",Tion Wayne,"1,845",33.8,127068.0,10900641.0,59.0
Piyar Farak Wali,Piyar Farak Wali,Pawan Singh,"1,846",33.8,681.0,196547.0,60.0
Timber (feat. Ke$ha),Greatest Hits,Pitbull,"1,850",33.8,241550.0,126126362.0,79.0
LOVE YOU BETTER,I NEVER LIKED YOU,Future,"1,843",33.8,37150.0,4216777.0,63.0
Woah,Woah,Lil Baby,"1,851",33.8,104460.0,14977024.0,60.0
